isco_4digit,E_j_mean,E_sub_mean,E_aug_mean,delta_bfs_post,is_outlier,main_group,n_onet_berufe,sektor,employed_2019,employed_2022,delta_bfs_pre,did
2643,0.2544574660575126,0.2506988563794241,0.25767962579958564,2.062914683757364,False,2,2,"Recht, Soziales & Kreativ",5.762692092468999,5.622935372784,-2.425198456597059,4.488113140354423
2651,0.09046491290580451,0.07730481813133569,0.10953444662034484,-22.840408691396814,False,2,8,"Recht, Soziales & Kreativ",3.073158539477,4.121146544095,34.10133226632525,-56.94174095772206
2652,0.03273005110113325,0.0266177174027337,0.04167743593299445,1.8727653339679284,False,2,2,"Recht, Soziales & Kreativ",8.318405683608002,7.433138465352998,-10.642270309074787,12.515035643042715
2653,0.0,0.0,0.0,6.364451196197461,False,2,1,"Recht, Soziales & Kreativ",0.530008139362,0.7950931779070001,50.01527690953908,-43.65082571334162
2654,0.18060736001491298,0.15751564256438835,0.21385545730984903,15.185684568931537,False,2,3,"Recht, Soziales & Kreativ",5.308039726978,5.632197512363999,6.106920860792984,9.078763708138553
3111,0.25738353100803685,0.2344171243728451,0.28969471849951617,-7.007106968561465,False,3,6,Ingenieurwesen & Naturwiss.,10.10439070692,8.995486047674996,-10.974483186656371,3.9673762180949064
3112,0.15753676610468684,0.14062003761395095,0.18164852216394986,1.1121365671922114,False,3,12,Ingenieurwesen & Naturwiss.,33.120519635286,38.516833221537,16.292961721838033,-15.180825154645822
3113,0.1650588236576592,0.145526094293563,0.19306304791180476,1.5807988536371664,False,3,5,Ingenieurwesen & Naturwiss.,6.742825824359,8.859283643801998,31.388291416295,-29.807492562657835
3114,0.19866057129230447,0.17997527455730347,0.22505324654120437,30.723079611849,False,3,5,Ingenieurwesen & Naturwiss.,1.1852434322399998,1.366058589767,15.255529168828739,15.46755044302026
3115,0.24198888448288358,0.2160537727203122,0.2789501663961916,8.663945221420533,False,3,11,Ingenieurwesen & Naturwiss.,11.68120576123,11.019605854272998,-5.663798074278061,14.327743295698594
3118,0.5130839303642251,0.4624829251962632,0.5847992886693484,4.637777016294312,False,3,3,Ingenieurwesen & Naturwiss.,25.58245359400001,27.021317878039003,5.624418622522026,-0.9866416062277139
3119,0.26804103395610784,0.23544031965774148,0.31485338104427146,1.62724475730064,False,3,3,Ingenieurwesen & Naturwiss.,18.132876356858,18.554461015303,2.3249739872932844,-0.6977292299926443
3122,0.04124796321705873,0.035674296817934596,0.049295901179615596,-0.6918545824610831,False,3,3,Ingenieurwesen & Naturwiss.,25.91877107591,22.165944935432,-14.479182402154994,13.78732781969391
3123,0.01707521412802356,0.014859537882687493,0.020267880157940194,7.341962358964843,False,3,15,Ingenieurwesen & Naturwiss.,21.091997382001,26.807374822177003,27.097374120922556,-19.755411761957713
3131,0.17435440003063274,0.15804975207169528,0.19737467333156825,-10.302750078277226,False,3,6,Ingenieurwesen & Naturwiss.,0.6232625444880001,0.7010095428119999,12.47419711188768,-22.776947190164904
3132,0.11892412912364445,0.10393034440870545,0.1404965140114721,-11.340769437431074,False,3,2,Ingenieurwesen & Naturwiss.,2.332433192378,2.789748750421,19.606802009910943,-30.947571447342018
3141,0.5136179735305835,0.4964644847184211,0.5346243569615662,-3.5863230283961043,False,3,4,Ingenieurwesen & Naturwiss.,2.542622872109001,3.350140159418,31.75922375932992,-35.34554678772602
3143,0.0,0.0,0.0,4.104214297448132,False,3,1,Ingenieurwesen & Naturwiss.,1.269904603976,1.241224500745,-2.2584454880472293,6.362659785495361
3152,0.0,0.0,0.0,14.04663816665639,False,3,3,Ingenieurwesen & Naturwiss.,0.7795660886460001,0.5563350887370001,-28.635288676643405,42.68192684329979
3153,0.0870744492808138,0.07643474045437859,0.10235626352508159,3.1843336323910574,False,3,3,Ingenieurwesen & Naturwiss.,4.161011994644,3.3559243445070006,-19.34836167675791,22.53269530914897
