soc_code,s_ij,E_j,E_sub_j,E_aug_j,isco_4digit,mapping_stage,ch_isco_4digit,ch_isco_label,main_group,employed_2022,employed_2024,delta_bfs,is_outlier,exposure_category,cluster_x,cluster_y,cluster
47-5012.00,0.0,0.0,0.0,0.0,2146,1,2146,"Bergbauingenieure, Metallurgen und verwandte Berufe",2,,,,,Niedrig (0–0.33),1,1,1
47-5022.00,0.0,0.0,0.0,0.0,3121,1,3121,Produktionsleiter im Bergbau,3,,,,,Niedrig (0–0.33),1,1,1
47-5023.00,0.0,0.0,0.0,0.0,2146,1,2146,"Bergbauingenieure, Metallurgen und verwandte Berufe",2,,,,,Niedrig (0–0.33),1,1,1
47-5032.00,0.0502228470554862,0.0650893040794152,0.0541341609455072,0.0810631832170579,2146,1,2146,"Bergbauingenieure, Metallurgen und verwandte Berufe",2,,,,,Niedrig (0–0.33),0,0,0
47-5041.00,0.0,0.0,0.0,0.0,3121,1,3121,Produktionsleiter im Bergbau,3,,,,,Niedrig (0–0.33),1,1,1
47-5043.00,0.0,0.0,0.0,0.0,3121,1,3121,Produktionsleiter im Bergbau,3,,,,,Niedrig (0–0.33),1,1,1
47-5044.00,0.0,0.0,0.0,0.0,3121,1,3121,Produktionsleiter im Bergbau,3,,,,,Niedrig (0–0.33),1,1,1
47-5071.00,0.0,0.0,0.0,0.0,2146,1,2146,"Bergbauingenieure, Metallurgen und verwandte Berufe",2,,,,,Niedrig (0–0.33),1,1,1
49-1011.00,0.0,0.0,0.0,0.0,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),0,0,0
49-2011.00,0.0,0.0,0.0,0.0,3512,1,3512,Techniker für die Anwenderbetreuung in der Informations- und Kommunikationstechnologie,3,13.888323471840003,14.047835770181605,1.1485353049634035,False,Niedrig (0–0.33),1,1,1
49-2022.00,0.1201531009378256,0.1572170994967115,0.1395016176276502,0.1825428122682208,2153,1,2153,Ingenieure im Bereich Telekommunikationstechnik,2,1.651368126398,1.1481756527764473,-30.471247784049645,True,Niedrig (0–0.33),1,1,1
49-2091.00,0.1892797671092633,0.2548567426607883,0.2298580555696414,0.2902732888693915,2149,1,2149,"Ingenieure, anderweitig nicht genannt",2,5.215934733249,4.863642360752166,-6.754156071991167,False,Niedrig (0–0.33),1,1,1
49-2092.00,0.1111422391910577,0.1334662033036094,0.117168533065047,0.1568736965730822,3113,1,3113,Elektrotechniker,3,8.859283643801998,8.999331098083685,1.5807988536371664,False,Niedrig (0–0.33),1,1,1
49-2096.00,0.1722594513259268,0.2154271536175955,0.1955708990891148,0.2434317873206943,3114,1,3114,Techniker im Bereich Elektronik,3,1.366058589767,1.7857538578456174,30.723079611849,False,Niedrig (0–0.33),1,1,1
49-2097.00,0.1294224803057323,0.1526387093666106,0.136798649946032,0.1751659733575971,3521,1,3521,Techniker für Rundfunk und audiovisuelle Medien,3,6.346659251749999,5.69390974380046,-10.284930733748665,False,Niedrig (0–0.33),1,1,1
49-2098.00,0.1138999229613235,0.1309667517752507,0.1151311191470092,0.1536981496533349,3112,1,3112,Bauführer und Bautechniker,3,38.516833221537,38.94519300831815,1.1121365671922114,False,Niedrig (0–0.33),1,1,1
49-3031.00,0.2487765089150088,0.2852596201535763,0.2547044654328531,0.3288035432325127,3115,1,3115,"Maschinenbautechniker, Techniker im Bereich Systemtechnik, Automation und Unternehmensprozesse",3,11.019605854272998,11.97433846910366,8.663945221420533,False,Niedrig (0–0.33),1,1,1
49-3043.00,0.0,0.0,0.0,0.0,3115,1,3115,"Maschinenbautechniker, Techniker im Bereich Systemtechnik, Automation und Unternehmensprozesse",3,11.019605854272998,11.97433846910366,8.663945221420533,False,Niedrig (0–0.33),1,1,1
49-9021.00,0.0173270929182995,0.0206402357151825,0.0174707376085891,0.025244136178915,3115,1,3115,"Maschinenbautechniker, Techniker im Bereich Systemtechnik, Automation und Unternehmensprozesse",3,11.019605854272998,11.97433846910366,8.663945221420533,False,Niedrig (0–0.33),1,1,1
49-9041.00,0.1097468086767799,0.1252030390837631,0.1089686938614602,0.1485949282479446,3114,1,3114,Techniker im Bereich Elektronik,3,1.366058589767,1.7857538578456174,30.723079611849,False,Niedrig (0–0.33),1,1,1
49-9043.00,0.0539901539273477,0.0531240758182144,0.0443625920049712,0.0658889502365248,3114,1,3114,Techniker im Bereich Elektronik,3,1.366058589767,1.7857538578456174,30.723079611849,False,Niedrig (0–0.33),1,1,1
49-9045.00,0.0,0.0,0.0,0.0,2651,1,2651,Bildende Künstler,2,4.121146544095,3.179859830652326,-22.840408691396814,False,Niedrig (0–0.33),1,1,1
49-9051.00,0.0,0.0,0.0,0.0,3131,1,3131,Steuerer von Energieerzeugungsanlagen,3,0.7010095428119999,0.6287862815912058,-10.302750078277226,False,Niedrig (0–0.33),1,1,1
49-9061.00,0.1712808179600356,0.1684308141374945,0.1405016202330335,0.2091306061977088,3254,1,3254,Augenoptiker,3,5.256679593504,4.6672842424727,-11.212312649978736,False,Niedrig (0–0.33),1,1,1
49-9062.00,0.159149648256225,0.1894680207385331,0.1728825255540229,0.2127669970603649,3214,1,3214,Medizinische und zahnmedizinische Prothetiktechniker,3,4.551515015314,4.129304585486128,-9.276261385655218,False,Niedrig (0–0.33),1,1,1
49-9064.00,0.1555217289951069,0.1408242034592157,0.1160706719176626,0.1769785257765436,3111,1,3111,Chemo- und Physikotechniker,3,8.995486047674996,8.365162717972387,-7.007106968561465,False,Niedrig (0–0.33),1,1,1
49-9071.00,0.1069574669923188,0.1242210515703208,0.108664502440405,0.1465950093417564,2621,1,2621,Archiv- und Museumswissenschaftler,2,2.5007701291260007,3.436134062024667,37.40303524920816,False,Niedrig (0–0.33),1,1,1
49-9081.00,0.2155667831594418,0.2816189730638775,0.249936365462345,0.3269074447280797,3131,1,3131,Steuerer von Energieerzeugungsanlagen,3,0.7010095428119999,0.6287862815912058,-10.302750078277226,False,Niedrig (0–0.33),1,1,1
49-9092.00,0.0,0.0,0.0,0.0,3112,1,3112,Bauführer und Bautechniker,3,38.516833221537,38.94519300831815,1.1121365671922114,False,Niedrig (0–0.33),1,1,1
49-9094.00,0.2226828814623564,0.2685863023748708,0.2381127346608809,0.3121687592587575,2144,1,2144,"Maschinenbau- , Mechatronik- und Systemtechnikingenieure",2,9.728896910697,10.551287836634446,8.453074726624155,False,Niedrig (0–0.33),1,1,1
49-9099.01,0.1017069334224049,0.1294332612238684,0.1110512377772125,0.1560397046044159,3131,1,3131,Steuerer von Energieerzeugungsanlagen,3,0.7010095428119999,0.6287862815912058,-10.302750078277226,False,Niedrig (0–0.33),1,1,1
51-1011.00,0.0,0.0,0.0,0.0,3122,1,3122,Produktionsleiter bei der Herstellung von Waren,3,22.165944935432,22.01258882965041,-0.6918545824610831,False,Niedrig (0–0.33),0,0,0
51-2011.00,0.179114698053537,0.2059109435928101,0.1725793809451862,0.2544356568898052,3115,1,3115,"Maschinenbautechniker, Techniker im Bereich Systemtechnik, Automation und Unternehmensprozesse",3,11.019605854272998,11.97433846910366,8.663945221420533,False,Niedrig (0–0.33),1,1,1
51-2023.00,0.21363855056688,0.1769858935881904,0.1634414840226215,0.1957962630677121,3113,1,3113,Elektrotechniker,3,8.859283643801998,8.999331098083685,1.5807988536371664,False,Niedrig (0–0.33),1,1,1
51-2041.00,0.1624446620596965,0.1387189278357244,0.1241962125603661,0.1593846270133006,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),1,1,1
51-2061.00,0.0,0.0,0.0,0.0,3113,1,3113,Elektrotechniker,3,8.859283643801998,8.999331098083685,1.5807988536371664,False,Niedrig (0–0.33),1,1,1
51-2092.00,0.0511359369364948,0.0488938662310034,0.0432548367356698,0.0569665031457542,3139,1,3139,"Techniker in der Prozesssteuerung, anderweitig nicht genannt",3,0.128551448903,0.1816310917545514,41.290583112449646,True,Niedrig (0–0.33),1,1,1
51-4041.00,0.1172128819078499,0.1118485336275316,0.1002518637183906,0.1283400000260314,2514,1,2514,Anwendungsprogrammierer,2,12.634662618871998,13.834326672812937,9.495022464225034,False,Niedrig (0–0.33),1,1,1
51-4051.00,0.0,0.0,0.0,0.0,3135,1,3135,Steuerer von Verfahren in der Metallerzeugung,3,,,,,Niedrig (0–0.33),1,1,1
51-4061.00,0.2608762012020868,0.2314141968291606,0.2085728654889721,0.2637884334522201,2163,1,2163,Produkt- und Textildesigner,2,5.2040786091180005,5.261666339767753,1.106588408346758,False,Niedrig (0–0.33),1,1,1
51-4062.00,0.1541443482379283,0.1397049609503978,0.1170365204856621,0.1727093397530431,2163,1,2163,Produkt- und Textildesigner,2,5.2040786091180005,5.261666339767753,1.106588408346758,False,Niedrig (0–0.33),1,1,1
51-4191.00,0.0294472022261732,0.0259214830970141,0.0221920667000176,0.0313227944467854,3135,1,3135,Steuerer von Verfahren in der Metallerzeugung,3,,,,,Niedrig (0–0.33),1,1,1
51-6041.00,0.0,0.0,0.0,0.0,3119,1,3119,"Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt",3,18.554461015303,18.856387509419907,1.62724475730064,False,Niedrig (0–0.33),1,1,1
51-6052.00,0.0,0.0,0.0,0.0,2163,1,2163,Produkt- und Textildesigner,2,5.2040786091180005,5.261666339767753,1.106588408346758,False,Niedrig (0–0.33),1,1,1
51-6061.00,0.0612323272659579,0.0496127496432182,0.0442278081911163,0.0572932153049154,2113,1,2113,Chemiker,2,3.974386962397,2.954676445313163,-25.65705168449016,False,Niedrig (0–0.33),1,1,1
51-6092.00,0.2524830911343189,0.313332006428861,0.2791066493119197,0.3621665511875022,2163,1,2163,Produkt- und Textildesigner,2,5.2040786091180005,5.261666339767753,1.106588408346758,False,Niedrig (0–0.33),1,1,1
51-8011.00,0.1273706676534328,0.1736074251751584,0.1629901311493,0.1880133887155416,3131,1,3131,Steuerer von Energieerzeugungsanlagen,3,0.7010095428119999,0.6287862815912058,-10.302750078277226,False,Niedrig (0–0.33),0,0,0
51-8012.00,0.2507661390185574,0.3345959298164608,0.3135884382995573,0.3631863649392837,3131,1,3131,Steuerer von Energieerzeugungsanlagen,3,0.7010095428119999,0.6287862815912058,-10.302750078277226,False,Mittel (0.33–0.66),0,0,0
51-8013.03,0.1088336097794484,0.1268708109044314,0.1107323397417569,0.1501011370020886,3131,1,3131,Steuerer von Energieerzeugungsanlagen,3,0.7010095428119999,0.6287862815912058,-10.302750078277226,False,Niedrig (0–0.33),1,1,1
51-8013.04,0.2302566035035809,0.2956125346483785,0.257033957050512,0.3512186071993017,3113,1,3113,Elektrotechniker,3,8.859283643801998,8.999331098083685,1.5807988536371664,False,Niedrig (0–0.33),1,1,1
51-8021.00,0.1175579226902231,0.1371012059250515,0.1178874689992188,0.1648938601520359,2144,1,2144,"Maschinenbau- , Mechatronik- und Systemtechnikingenieure",2,9.728896910697,10.551287836634446,8.453074726624155,False,Niedrig (0–0.33),1,1,1
51-8031.00,0.1911699825759348,0.2378482582472889,0.2078606888174109,0.2809930280229442,3132,1,3132,Steuerer von Verbrennungs- und Wasserbehandlungsanlagen,3,2.789748750421,2.47336977675214,-11.340769437431074,False,Niedrig (0–0.33),1,1,1
51-8091.00,0.0823068686064322,0.0879463977312019,0.0803332010836691,0.0986317766943598,3133,1,3133,Steuerer von chemischen Verfahrensanlagen,3,,,,,Niedrig (0–0.33),1,1,1
51-8093.00,0.0493924067277113,0.0527500947787927,0.0452551152474936,0.0635986876886792,3134,1,3134,Steuerer von Erdöl- und Erdgasraffinationsanlagen,3,,,,,Niedrig (0–0.33),1,1,1
51-9011.00,0.2418493807222579,0.2993697367305636,0.2716654151724745,0.3384547470056414,3133,1,3133,Steuerer von chemischen Verfahrensanlagen,3,,,,,Niedrig (0–0.33),1,1,1
51-9012.00,0.0,0.0,0.0,0.0,3139,1,3139,"Techniker in der Prozesssteuerung, anderweitig nicht genannt",3,0.128551448903,0.1816310917545514,41.290583112449646,True,Niedrig (0–0.33),1,1,1
51-9071.00,0.1469687074358755,0.1391645909126235,0.1147574201330298,0.1748100040375173,2163,1,2163,Produkt- und Textildesigner,2,5.2040786091180005,5.261666339767753,1.106588408346758,False,Niedrig (0–0.33),1,1,1
51-9081.00,0.0896591543980173,0.1066178674605497,0.0891432062433751,0.1320707906835075,3214,1,3214,Medizinische und zahnmedizinische Prothetiktechniker,3,4.551515015314,4.129304585486128,-9.276261385655218,False,Niedrig (0–0.33),1,1,1
51-9082.00,0.0,0.0,0.0,0.0,3214,1,3214,Medizinische und zahnmedizinische Prothetiktechniker,3,4.551515015314,4.129304585486128,-9.276261385655218,False,Niedrig (0–0.33),1,1,1
51-9083.00,0.0531574551696004,0.0484276294420521,0.0418243518973919,0.0579665258190547,3254,1,3254,Augenoptiker,3,5.256679593504,4.6672842424727,-11.212312649978736,False,Niedrig (0–0.33),1,1,1
51-9141.00,0.1177767779754841,0.1173469834933716,0.1027020113249212,0.1384059401647666,3114,1,3114,Techniker im Bereich Elektronik,3,1.366058589767,1.7857538578456174,30.723079611849,False,Niedrig (0–0.33),1,1,1
51-9151.00,0.0,0.0,0.0,0.0,3431,1,3431,Fotografen,3,4.343179196358999,4.982288119396316,14.71523264739106,False,Niedrig (0–0.33),1,1,1
51-9162.00,0.4389074507457499,0.5410395133374651,0.4981449586921587,0.60080052712046,2144,1,2144,"Maschinenbau- , Mechatronik- und Systemtechnikingenieure",2,9.728896910697,10.551287836634446,8.453074726624155,False,Mittel (0.33–0.66),1,1,1
51-9194.00,0.109212920848049,0.1007949627223137,0.086299391821653,0.1217884720752127,2651,1,2651,Bildende Künstler,2,4.121146544095,3.179859830652326,-22.840408691396814,False,Niedrig (0–0.33),1,1,1
51-9195.00,0.0066150614231447,0.0050594465757572,0.004331579499242,0.0061136123675422,2651,1,2651,Bildende Künstler,2,4.121146544095,3.179859830652326,-22.840408691396814,False,Niedrig (0–0.33),1,1,1
51-9195.03,0.2405980948285861,0.2504958229404471,0.2191784980704453,0.2955333493519378,2651,1,2651,Bildende Künstler,2,4.121146544095,3.179859830652326,-22.840408691396814,False,Niedrig (0–0.33),1,1,1
51-9195.04,0.0893715604389827,0.0763726615291835,0.0639316108922405,0.0944892836835225,2651,1,2651,Bildende Künstler,2,4.121146544095,3.179859830652326,-22.840408691396814,False,Niedrig (0–0.33),1,1,1
51-9195.05,0.0072769707039473,0.0055658491618874,0.004090055188626,0.0077488860013285,2651,1,2651,Bildende Künstler,2,4.121146544095,3.179859830652326,-22.840408691396814,False,Niedrig (0–0.33),1,1,1
53-1041.00,0.0152250837038613,0.0208157196470247,0.0177609670208456,0.0252439678051106,3153,1,3153,Flugzeugpiloten und verwandte Berufe,3,3.3559243445070006,3.462788172086736,3.1843336323910574,False,Niedrig (0–0.33),0,0,0
53-1042.00,0.0,0.0,0.0,0.0,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),0,0,0
53-1042.01,0.0015670153569039,0.0022293811880447,0.0018526475063431,0.0027787900867703,2143,1,2143,Umweltschutzingenieure,2,1.509607549755,1.708519801270991,13.176421351911834,False,Niedrig (0–0.33),0,0,0
53-1043.00,0.0215722327216218,0.0326206258822213,0.027404216469125,0.0402109252181011,3122,1,3122,Produktionsleiter bei der Herstellung von Waren,3,22.165944935432,22.01258882965041,-0.6918545824610831,False,Niedrig (0–0.33),0,0,0
53-2011.00,0.0530664249961816,0.0770906893482104,0.0681806126981448,0.0898476496526781,3153,1,3153,Flugzeugpiloten und verwandte Berufe,3,3.3559243445070006,3.462788172086736,3.1843336323910574,False,Niedrig (0–0.33),0,0,0
53-2012.00,0.1106349399081147,0.1633169388472063,0.1433626416441454,0.1919771731174561,3153,1,3153,Flugzeugpiloten und verwandte Berufe,3,3.3559243445070006,3.462788172086736,3.1843336323910574,False,Niedrig (0–0.33),0,0,0
53-2021.00,0.0651754014827896,0.0946983451629338,0.0807935112639869,0.1148556575744347,3154,1,3154,Flugverkehrslotsen,3,1.401805752024,2.4939146075629024,77.90728879247777,True,Niedrig (0–0.33),0,0,0
53-2022.00,0.0770517801909687,0.1080855856920961,0.0923564438647928,0.1308781608057976,3154,1,3154,Flugverkehrslotsen,3,1.401805752024,2.4939146075629024,77.90728879247777,True,Niedrig (0–0.33),0,0,0
53-3011.00,0.0111100203694012,0.0122776748120001,0.0104264159552033,0.0149645878483649,3258,1,3258,Rettungsdienstpersonal,3,4.050694959712999,4.564136736665777,12.675399704478275,False,Niedrig (0–0.33),1,1,1
53-4011.00,0.0518072321942417,0.056334661309705,0.048845475130417,0.0671395980281283,3115,1,3115,"Maschinenbautechniker, Techniker im Bereich Systemtechnik, Automation und Unternehmensprozesse",3,11.019605854272998,11.97433846910366,8.663945221420533,False,Niedrig (0–0.33),1,1,1
53-4022.00,0.0,0.0,0.0,0.0,3112,1,3112,Bauführer und Bautechniker,3,38.516833221537,38.94519300831815,1.1121365671922114,False,Niedrig (0–0.33),1,1,1
53-5011.00,0.0,0.0,0.0,0.0,3152,1,3152,"Schiffsführer, nautische Schiffsoffiziere und Schiffslotsen",3,0.5563350887370001,0.6344814656460332,14.04663816665639,False,Niedrig (0–0.33),1,1,1
53-5021.00,0.0,0.0,0.0,0.0,3152,1,3152,"Schiffsführer, nautische Schiffsoffiziere und Schiffslotsen",3,0.5563350887370001,0.6344814656460332,14.04663816665639,False,Niedrig (0–0.33),1,1,1
53-5022.00,0.0,0.0,0.0,0.0,3152,1,3152,"Schiffsführer, nautische Schiffsoffiziere und Schiffslotsen",3,0.5563350887370001,0.6344814656460332,14.04663816665639,False,Niedrig (0–0.33),1,1,1
53-5031.00,0.1068906698906061,0.1355770190196599,0.1193324425248315,0.1588834904501884,3151,1,3151,Technische Schiffsoffiziere,3,,,,,Niedrig (0–0.33),1,1,1
53-6011.00,0.0,0.0,0.0,0.0,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),1,1,1
53-6041.00,0.279408731722436,0.3624766866534676,0.3128209700983657,0.4342243069862711,3112,1,3112,Bauführer und Bautechniker,3,38.516833221537,38.94519300831815,1.1121365671922114,False,Mittel (0.33–0.66),0,0,0
53-6051.00,0.1823221075102711,0.2303385197247126,0.2105787097561562,0.2580518797742049,3359,1,3359,"Fachkräfte in der öffentlichen Verwaltung, anderweitig nicht genannt",3,1.1952449879130005,0.8915400349132869,-25.409431210417218,False,Niedrig (0–0.33),1,1,1
53-6051.01,0.2170109382540384,0.3352576802390018,0.2879111916456123,0.4037695056227054,3154,1,3154,Flugverkehrslotsen,3,1.401805752024,2.4939146075629024,77.90728879247777,True,Mittel (0.33–0.66),0,0,0
53-6051.07,0.0,0.0,0.0,0.0,3115,1,3115,"Maschinenbautechniker, Techniker im Bereich Systemtechnik, Automation und Unternehmensprozesse",3,11.019605854272998,11.97433846910366,8.663945221420533,False,Niedrig (0–0.33),1,1,1
53-7072.00,0.1204880586167156,0.1432387460003403,0.1244114327188822,0.1703859010798124,3133,1,3133,Steuerer von chemischen Verfahrensanlagen,3,,,,,Niedrig (0–0.33),1,1,1
53-7073.00,0.1603451332678208,0.1513449573559763,0.1392157171601961,0.1682595008227835,3134,1,3134,Steuerer von Erdöl- und Erdgasraffinationsanlagen,3,,,,,Niedrig (0–0.33),1,1,1
53-7121.00,0.1457820787948002,0.1591737990428304,0.1482731010102314,0.174149804024636,3133,1,3133,Steuerer von chemischen Verfahrensanlagen,3,,,,,Niedrig (0–0.33),1,1,1
