year,quarter,ch_isco_id,ch_isco_name,count_ads
2023,1,72210,"Grobschmiede, Hammerschmiede und Schmiedepresser",1.5
2023,1,72220,Werkzeugmechaniker und verwandte Berufe,129
2023,1,72230,Werkzeugmaschineneinrichter und -bediener,362.5
2023,1,72240,"Metallpolierer, Rundschleifer und Werkzeugschärfer",108.33
2023,1,72310,Kraftfahrzeugmechaniker und -schlosser,1068.98
2023,1,72320,Flugmotorenmechaniker und -schlosser,52.5
2023,1,72330,Landmaschinen- und Industriemaschinenmechaniker und -schlosser,612.33
2023,1,72340,Fahrradmechaniker und verwandte Berufe,125.5
2023,1,73110,"Uhrmacher, Uhrenarbeiter, Mikromechaniker, onA",57.67
2023,1,73111,Uhrmacher,206.7
2023,1,73112,Uhrenarbeiter,47.83
2023,1,73113,Mikromechaniker,8.53
2023,1,73120,Musikinstrumentenbauer und -stimmer,8
2023,1,73130,Schmuckwarenhersteller und Edelmetallbearbeiter,64.62
2023,1,73140,Keramiker und verwandte Berufe,3
2023,1,73160,"Schildermaler, Dekormaler, Graveure und Ätzer",5
2023,1,73170,"Kunsthandwerkliche Berufe für Holz, Korbwaren und verwandte Materialien",0.5
2023,1,73210,Techniker in der Druckvorstufe,79.5
2023,1,73220,Drucker,89.33
2023,1,73230,Berufe in der Druckweiterverarbeitung und Buchbinder,12.5
2023,1,74110,Bauelektriker und verwandte Berufe,2266.57
2023,1,74120,Automatiker und verwandte Berufe,652.7
2023,1,74130,Elektroleitungsinstallateure und Wartungspersonal,1554.03
2023,1,74210,Elektroniker und Elektronik-Servicetechniker,261.53
2023,1,74220,Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik,5.5
2023,1,75110,"Metzger, Fischhändler und -verarbeiter und verwandte Berufe",635.5
2023,1,75120,"Bäcker, Konditoren und Konfektmacher",539.5
2023,1,75130,Molkerei- und Käsereifachkräfte,50.33
2023,1,75200,"Holzbearbeiter, Möbeltischler und verwandte Berufe, onA",22.33
2023,1,75220,Möbeltischler und verwandte Berufe,1.33
2023,1,75230,Einrichter und Bediener von Holzbearbeitungsmaschinen,1.5
2023,1,75300,"Berufe der Bekleidungsherstellung und verwandte Berufe, onA",1
2023,1,75310,"Herren- und Damenschneider, Kürschner und Hutmacher",25
2023,1,75330,"Näher, Sticker und verwandte Berufe",3
2023,1,75340,Polsterer und verwandte Berufe,11.33
2023,1,75360,Schuhmacher und verwandte Berufe,21
2023,1,75410,Taucher,28.5
2023,1,75420,Sprengmeister und Sprengbeauftragte,0.67
2023,1,75430,Produkttester und -klassierer (ohne Nahrungsmittel und Getränke),23.5
2023,1,75440,Kammerjäger und andere Schädlingsbekämpfungsberufe,3.33
2023,1,75490,"Handwerks- und verwandte Berufe, anderweitig nicht genannt",49.17
2023,1,81000,"Bediener stationärer Anlagen und Maschinen, onA",1163.08
2023,1,81110,Bergleute und Grubenarbeiter,25.08
2023,1,81130,Tiefbohrer und verwandte Berufe,13.5
2023,1,81140,"Bediener von Maschinen zur Herstellung und Verarbeitung von Zement, Steinen und sonstigen Mineralien",39.67
2023,1,81210,Bediener von Anlagen in der Metallerzeugung und -umformung,11.5
2023,1,81220,"Bediener von Anlagen zur Metallveredlung, Plattierung und Beschichtung von Metallen",79.83
2023,1,81310,Bediener von Anlagen und Maschinen für chemische Erzeugnisse,4.5
2023,1,81420,Bediener von Maschinen zur Herstellung von Kunststoffwaren,87.5
2023,1,81520,"Bediener von Web-, Strick- und Wirkmaschinen",7.5
2023,1,81530,Bediener von Nähmaschinen,4.5
2023,1,81570,Bediener von Wäschereimaschinen,105.5
2023,1,81590,"Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren, anderweitig nicht genannt",19.5
2023,1,81600,"Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln, onA",57
2023,1,81602,"Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln, Weintechnologe",75.67
2023,1,81710,Bediener von Anlagen zur Zellstoff- und Papierherstellung,3.5
2023,1,81720,Bediener von Anlagen zur Holzaufbereitung,6.17
2023,1,81890,"Bediener stationärer Anlagen und Maschinen, anderweitig nicht genannt",20.67
2023,1,82120,Berufe der Montage von elektrischen und elektronischen Geräten,175.83
2023,1,82190,"Montageberufe, anderweitig nicht genannt",1405.77
2023,1,83110,Lokomotivführer,93.17
2023,1,83120,"Bediener von Sicherungs-, Signal- und Leittechnik im Schienennetzbetrieb",27.5
2023,1,83210,Motorradfahrer,3.03
2023,1,83220,"Personenkraftwagen-, Taxi-, Kleintransporter- und Kleinbusfahrer",233.53
2023,1,83310,Busfahrer und Strassenbahnführer,145.62
2023,1,83320,Fahrer schwerer Lastkraftwagen,904.12
2023,1,83400,"Bediener mobiler Anlagen, onA",0.5
2023,1,83421,"Führer von Erdbewegungs- und verwandten Maschinen, Strassenbau",230.67
2023,1,83430,"Kranführer, Aufzugmaschinisten und Bediener verwandter Hebeeinrichtungen, onA",22
2023,1,83431,"Kranführer, Aufzugmaschinisten und Bediener verwandter Hebeeinrichtungen (ohne Seilbahn)",150.08
2023,1,83440,Gabelstaplerfahrer und verwandte Berufe,25.67
2023,1,83500,Deckspersonal auf Schiffen und verwandte Berufe,22.33
2023,1,90000,"Hilfsarbeitskräfte, onA",296
2023,1,91110,Reinigungspersonal und Hilfskräfte in Privathaushalten,485.17
2023,1,91120,"Reinigungspersonal und Hilfskräfte in Büros, Hotels und anderen Einrichtungen",3
2023,1,91210,Handwäscher und Handbügler,1
2023,1,91220,Fahrzeugreiniger,159.08
2023,1,91290,Sonstiges Reinigungspersonal,4
2023,1,92130,Hilfsarbeiter in Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt),43.75
2023,1,92140,Hilfsarbeiter im Gartenbau,23.42
2023,1,93131,"Hilfsarbeiter im Hochbau, Bauhauptgewerbe",2
2023,1,93132,"Hilfsarbeiter im Hochbau, Ausbaugewerbe",2
2023,1,93210,Verpacker,41.67
2023,1,93290,"Hilfsarbeiter bei der Herstellung von Waren, anderweitig nicht genannt",815.37
2023,1,93330,Frachtarbeiter und verwandte Berufe,29.93
2023,1,94110,Zubereiter von Fast Food und anderen Imbissen,386.5
2023,1,94122,Küchengehilfen,698
2023,1,96110,Arbeiter in der Abfall- und Wertstoffsammlung,71.83
2023,1,96130,Strassenkehrer und verwandte Berufe,12
2023,1,96200,"Sonstige Hilfsarbeitskräfte, onA",1605.25
2023,1,96210,"Boten, Paketauslieferer und Gepäckträger",1219.58
2023,1,96230,"Zählerableser, Automatenbefüller und -kassierer",58.5
2023,1,96290,"Hilfsarbeitskräfte, anderweitig nicht genannt",12
2023,2,01100,Offiziere in regulären Streitkräften,28.17
2023,2,03100,Angehörige der regulären Streitkräfte in sonstigen Rängen,2.5
2023,2,11110,Angehörige gesetzgebender Körperschaften,3.5
2023,2,11120,Leitende Verwaltungsbedienstete,836.42
2023,2,11140,Leitende Bedienstete von Interessenorganisationen,13
2023,2,11200,Geschäftsführer und Vorstände,1698.62
2023,2,12000,"Führungskräfte im kaufmännischen Bereich, onA",239
2023,2,12100,"Führungskräfte in der betrieblichen Administration und in unternehmensbezogenen Dienstleistungen, onA",232.33
2023,2,12110,Führungskräfte im Bereich Finanzen,433.21
2023,2,12120,Führungskräfte im Personalwesen,426.25
2023,2,12130,Führungskräfte in Unternehmenspolitik und -planung,1181.45
2023,2,12190,"Führungskräfte in der betrieblichen Administration und in unternehmensbezogenen Dienstleistungen, anderweitig nicht genannt",8516.19
2023,2,12210,"Führungskräfte in Vertrieb und Marketing, onA",1205.55
2023,2,12211,Führungskräfte in Vertrieb,17.05
2023,2,12212,Führungskräfte in Marketing,67.55
2023,2,12220,Führungskräfte in Werbung und Öffentlichkeitsarbeit,182.05
2023,2,12230,Führungskräfte in Forschung und Entwicklung,264.7
2023,2,13110,Führungskräfte in der Produktion in Land- und Forstwirtschaft,28.83
2023,2,13210,Führungskräfte in der Produktion von Waren,501.96
2023,2,13230,"Führungskräfte in der Produktion im Bau, onA",223.5
2023,2,13240,"Führungskräfte in der Beschaffung, Logistik und in verwandten Bereichen",514.76
2023,2,13300,Führungskräfte in der Erbringung von Dienstleistungen im Bereich Informations- und Kommunikationstechnologie,1209.12
2023,2,13410,Führungskräfte in der Erbringung von Dienstleistungen der Kinderbetreuung,108.17
2023,2,13420,Führungskräfte in der Gesundheitsversorgung,541.76
2023,2,13430,Führungskräfte in der Erbringung von Dienstleistungen für Menschen im Alter,56
2023,2,13440,Führungskräfte in der Erbringung von Dienstleistungen der sozialen Institutionen,29.25
2023,2,13450,Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens,333.87
2023,2,13460,"Führungskräfte in der Erbringung von Finanz- und Versicherungsdienstleistungen, onA",223.5
2023,2,13461,Führungskräfte in der Erbringung von Finanz- und Versicherungsdientleistungen,15
2023,2,13490,"Führungskräfte in der Erbringung von spezialisierten Dienstleistungen, anderweitig nicht genannt",363.42
2023,2,14000,"Führungskräfte in Hotels und Restaurants, im Handel und in der Erbringung sonstiger Dienstleistungen, onA",242.5
2023,2,14110,Führungskräfte in Hotels,39.67
2023,2,14120,Führungskräfte in Restaurants,338.38
2023,2,14200,Führungskräfte in Gross- und Einzelhandel,170.33
2023,2,14310,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur",9.09
2023,2,14390,"Führungskräfte in der Erbringung von Dienstleistungen, anderweitig nicht genannt",226.17
2023,2,20000,"Intellektuelle und wissenschaftliche Berufe, onA",1555.75
2023,2,21000,"Naturwissenschaftler, Mathematiker und Ingenieure, onA",19.58
2023,2,21110,Physiker und Astronomen,59.5
2023,2,21120,Meteorologen,6.5
2023,2,21130,Chemiker,143.33
2023,2,21140,Geologen und Geophysiker,37
2023,2,21200,"Mathematiker, Aktuare und Statistiker",162.5
2023,2,21300,"Biowissenschaftler, onA",244.83
2023,2,21310,"Biologen, Botaniker, Zoologen und verwandte Berufe",86.25
2023,2,21320,"Agrar-, Forst- und Fischereiwissenschaftler und -berater",21.83
2023,2,21330,Umweltwissenschaftler,37.33
2023,2,21400,"Ingenieurwissenschaftler (ohne Elektrotechnik, Elektronik und Telekommunikation), onA",11.5
2023,2,21410,Prozess- und Produktionsingenieure,193
2023,2,21420,Bauingenieure,505
2023,2,21430,Umweltschutzingenieure,82.33
2023,2,21440,"Maschinenbau-, Mechatronik- und Systemtechnikingenieure, onA",213.03
2023,2,21442,Mechatronik- und Systemtechnikingenieure,10.5
2023,2,21450,Chemieingenieure,21.33
2023,2,21460,"Bergbauingenieure, Metallurgen und verwandte Berufe",15
2023,2,21490,"Ingenieure, anderweitig nicht genannt",4246.92
2023,2,21510,Ingenieure im Bereich Elektrotechnik,233.83
2023,2,21520,Ingenieure im Bereich Elektronik,123
2023,2,21530,Ingenieure im Bereich Telekommunikationstechnik,34.33
2023,2,21610,Architekten,648
2023,2,21620,Landschaftsarchitekten,84.33
2023,2,21630,Produkt- und Textildesigner,237.5
2023,2,21640,"Raum-, Stadt- und Verkehrsplaner",137.67
2023,2,21650,Kartografen und Vermessungsingenieure,159.5
2023,2,21660,Grafik- und Multimediadesigner,544.53
2023,2,22000,"Spezialisten in Gesundheitsberufen, onA",70.75
2023,2,22110,Allgemeinärzte,1861
2023,2,22120,Fachärzte,912.07
2023,2,22210,"Pflegedienstleiter und Pflegefachkräfte, onA",5022.57
2023,2,22211,Pflegedienstleiter,85
2023,2,22212,Pflegefachkräfte,24.58
2023,2,22213,Pflegefachkräfte mit Spezialisierung,931.7
2023,2,22220,Geburtshilfespezialisten,80.17
2023,2,22300,Spezialisten der traditionellen und komplementären Medizin,11.17
2023,2,22500,Tierärzte,68.5
2023,2,22610,Zahnärzte,172
2023,2,22620,Apotheker,588.92
2023,2,22630,Spezialisten in den Bereichen Umwelt- und Arbeitsmedizin sowie Hygiene,99.83
2023,2,22640,Physiotherapeuten,487.33
2023,2,22650,Diätologen und Ernährungsberater,78.08
2023,2,22660,Audiologen und Sprachtherapeuten,360.2
2023,2,22670,Optometristen und Orthoptisten,8.5
2023,2,22690,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",940.15
2023,2,23000,"Lehrkräfte, onA",4742.83
2023,2,23100,Universitäts- und Hochschullehrer,1248.85
2023,2,23200,Lehrkräfte im Bereich Berufsbildung,370.92
2023,2,23300,Lehrkräfte im Sekundarbereich,260.33
2023,2,23410,Lehrkräfte im Primarbereich,472.5
2023,2,23420,Lehrkräfte und Erzieher im Vorschulbereich,341.67
2023,2,23510,Pädagogik- und Didaktikspezialisten,621.87
2023,2,23520,Lehrkräfte im Bereich Sonderpädagogik,1326
2023,2,23530,Sprachlehrer,294.83
2023,2,23540,Musiklehrer,64
2023,2,23550,Kunstlehrer,22
2023,2,23560,Ausbilder im Bereich Informationstechnologie,6.67
2023,2,23590,"Lehrkräfte, anderweitig nicht genannt",707.83
2023,2,24100,"Spezialisten im Bereich Finanzen, onA",147
2023,2,24110,"Wirtschaftsprüfer, Steuerberater und verwandte Berufe",1297.87
2023,2,24120,Finanz- und Anlageberater,1045.87
2023,2,24130,Finanzanalysten,577.33
2023,2,24210,Spezialisten im Bereich Management- und Organisationsanalyse,1367.5
2023,2,24220,Spezialisten in der strategischen Planung in Politik und Wirtschaft,433.87
2023,2,24230,Berufsberater und -analytiker und vergleichbare Spezialisten der Personalwesen,1883
2023,2,24240,Fachkräfte in Personalschulung und -entwicklung,263.33
2023,2,24300,"Spezialisten in Vertrieb, Marketing und Öffentlichkeitsarbeit, onA",1002.58
2023,2,24310,Fachkräfte in Marketing und Werbung,2874.67
2023,2,24320,Fachkräfte in der Öffentlichkeitsarbeit,451.5
2023,2,24330,"Technische Verkaufsfachkräfte (ohne Informations- und Kommunikationstechnologie), onA",251.17
2023,2,24331,"Technische Verkaufsfachkräfte (ohne Informations- und Kommunikationstechnologie), Technik",101.5
2023,2,24340,"Technische Verkaufsfachkräfte, Informations- und Kommunikationstechnologie",34.17
2023,2,25000,"Spezialisten in der Informations- und Kommunikationstechnologie, onA",24.5
2023,2,25100,"Entwickler und Analytiker von Software und Anwendungen (ohne Informatikingenieur), onA",63.33
2023,2,25101,Informatikingenieure,106.25
2023,2,25110,"Systemanalytiker, onA",1218.75
2023,2,25120,"Softwareentwickler, onA",2564.33
2023,2,25121,"Softwareentwickler, Softwareengineering",1041.58
2023,2,25122,"Softwareentwickler, Wirtschafsinformatik",90.08
2023,2,25123,"Softwareentwickler, System-Engineering und Architektur",236.5
2023,2,25124,"Softwareentwickler, Projektmanagement",117.92
2023,2,25130,Mediamatiker,442.93
2023,2,25140,Anwendungsprogrammierer,198
2023,2,25190,"Entwickler und Analytiker von Software und Anwendungen, anderweitig nicht genannt (ohne Qualität und Testing)",682.53
2023,2,25191,"Entwickler und Analytiker von Software und Anwendungen, Qualität und Testing",168
2023,2,25210,Datenbankentwickler und -administratoren,478.77
2023,2,25220,Systemadministratoren,1433.03
2023,2,25230,Fachkräfte für Computernetzwerke,438
2023,2,25290,"Fachkräfte für Datenbanken und Netzwerke, anderweitig nicht genannt (ohne Sicherheitsmanagement und Data Mining)",1565.68
2023,2,25291,"Akademische und vergleichbare Fachkräfte für Datenbanken und Netzwerke, Sicherheitsmanagement und Data Mining",21
2023,2,26110,Anwälte,394.87
2023,2,26120,Richter,30
2023,2,26190,"Juristen, anderweitig nicht genannt (ohne Notaren)",1099.17
2023,2,26191,"Juristen, anderweitig nicht genannt, Notaren",85.33
2023,2,26210,Archiv- und Museumswissenschaftler,63.33
2023,2,26220,Bibliothekswissenschaftler und verwandte Informationswissenschaftler,620.25
2023,2,26310,Volkswirtschaftler,94
2023,2,26320,"Soziologen, Anthropologen und verwandte Wissenschaftler",30.5
2023,2,26330,"Philosophen, Historiker und Politologen",18.42
2023,2,26340,Psychologen,722.25
2023,2,26350,Sozialarbeiter,1096.55
2023,2,26360,Geistliche Seelsorger,144.67
2023,2,26410,Autoren und verwandte schriftstellerische Berufe,282.17
2023,2,26420,Journalisten,149.83
2023,2,26430,"Übersetzer, Dolmetscher und andere Linguisten",84.5
2023,2,26510,Bildende Künstler,6.5
2023,2,26520,"Musiker, Sänger und Komponisten",29.5
2023,2,26530,Tänzer und Choreografen,1.5
2023,2,26540,Regisseure und Produzenten im Film- und Bühnenbereich sowie in verwandten Bereichen,68
2023,2,26550,Schauspieler,29.17
2023,2,26560,"Sprecher im Rundfunk, Fernsehen und sonstigen Medien",27
2023,2,26590,"Bildende und darstellende Künstler, anderweitig nicht genannt",9.67
2023,2,30000,"Techniker und gleichrangige nichttechnische Berufe (ohne Projekt- und Gruppenleiter), onA",1141.62
2023,2,30001,"Projektleiter, onA",209.83
2023,2,31110,"Chemo- und Physikotechniker, onA",161.03
2023,2,31111,Chemotechniker,3
2023,2,31120,"Bauführer und Bautechniker, onA",1569.63
2023,2,31130,Elektrotechniker,552.42
2023,2,31140,Techniker im Bereich Elektronik,47
2023,2,31150,"Maschinenbautechniker, Techniker im Bereich Systemtechnik, Automation und Unternehmensprozesse, onA",28.83
2023,2,31152,Techniker im Bereich Systemtechnik und Automation,1
2023,2,31153,Techniker im Bereich Unternehmensprozesse,33.67
2023,2,31160,Chemiebetriebs- und Verfahrenstechniker,2.5
2023,2,31180,"Technische Zeichner, onA",1003.1
2023,2,31181,"Technische Zeichner, Maschinen",36
2023,2,31182,"Technische Zeichner, Bau",810.58
2023,2,31183,"Technische Zeichner, Gebäudetechnik",263.58
2023,2,31190,"Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt",288.25
2023,2,31220,Produktionsleiter bei der Herstellung von Waren,803.03
2023,2,31230,"Poliere und Vorarbeiter, onA",521.92
2023,2,31231,Poliere und Vorarbeiter des Bauhauptgewerbes,4
2023,2,31232,Poliere und Vorarbeiter des Ausbaugewerbes,96.33
2023,2,31310,Steuerer von Energieerzeugungsanlagen,6.5
2023,2,31320,Steuerer von Verbrennungs- und Wasserbehandlungsanlagen,49.67
2023,2,31390,"Techniker in der Prozesssteuerung, anderweitig nicht genannt",86.17
2023,2,31410,Biotechniker (ohne medizinische Fachberufe),210.67
2023,2,31420,Agrartechniker,7
2023,2,31430,Forsttechniker,4.33
2023,2,31520,"Schiffsführer, nautische Schiffsoffiziere und Schiffslotsen",9.83
2023,2,31530,Flugzeugpiloten und verwandte Berufe,40.17
2023,2,31540,Flugverkehrslotsen,26
2023,2,32100,"Medizinische und pharmazeutische Fachberufe, onA",27.83
2023,2,32110,Medizintechniker im Bereich bildgebende Verfahren und Therapiegeräte,281.33
2023,2,32120,Medizintechniker im Bereich Labor und Pathologie,9.5
2023,2,32130,Pharmazeutische Techniker und Assistenten,953.33
2023,2,32140,Medizinische und zahnmedizinische Prothetiktechniker,196.37
2023,2,32210,Fachkräfte Gesundheit und Pflege (mittlere Stufe),3089.42
2023,2,32220,Fachkräfte Geburtshilfe (mittlere Stufe),4
2023,2,32300,Fachkräfte in traditioneller und komplementärer Medizin,1
2023,2,32400,Veterinärmedizinische Fachkräfte und Assistenten,45.5
2023,2,32510,Zahnmedizinische Assistenten und Dentalhygieniker,342.08
2023,2,32520,Fachkräfte im Bereich medizinische Dokumentation und Information,236.83
2023,2,32540,Augenoptiker,341.33
2023,2,32550,Physiotherapeutische Techniker und Assistenten,114.5
2023,2,32560,Medizinische Assistenten,916.5
2023,2,32570,Kontrolleure und Beauftragte in den Bereichen Umwelt- und Arbeitsmedizin sowie verwandte Berufe,20
2023,2,32580,Rettungsdienstpersonal,127.5
2023,2,32590,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt",287.17
2023,2,33100,"Fachkräfte im Bereich Finanzen und mathematische Verfahren, onA",454.92
2023,2,33110,"Wertpapierhändler, -makler und Finanzmakler",273.67
2023,2,33120,Fachkräfte im Bereich Kredit und Darlehen,178.67
2023,2,33130,Fachkräfte im Rechnungswesen,573.33
2023,2,33140,"Statistische, mathematische und verwandte Fachkräfte",5.5
2023,2,33150,Schätzer und Schadensgutachter,53.67
2023,2,33210,Versicherungsvertreter,658
2023,2,33220,Verkaufsfachkräfte,8083.42
2023,2,33230,Einkäufer,1004.83
2023,2,33240,Handelsmakler,25
2023,2,33300,"Fachkräfte für unternehmensbezogene Dienstleistungen, onA",1230.83
2023,2,33310,Fachkräfte für Abrechnungs- und Speditionsdienstleistungen,289.67
2023,2,33320,Konferenz- und Veranstaltungsplaner,267.71
2023,2,33330,Arbeits- und Personalvermittler,84.33
2023,2,33340,Immobilienmakler und -verwalter,1552.17
2023,2,33390,"Fachkräfte für unternehmensbezogene Dienstleistungen, anderweitig nicht genannt",86.33
2023,2,33400,"Sekretariatsfachkräfte, onA",446.75
2023,2,33410,Sekretariatsleiter,17
2023,2,33420,Sekretariatsfachkräfte im juristischen Bereich,320.83
2023,2,33430,Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung,1211.33
2023,2,33440,Sekretariatsfachkräfte im Gesundheitswesen,519.67
2023,2,33500,"Fachkräfte in der öffentlichen Verwaltung, onA",68
2023,2,33520,Fachkräfte in der Steuerverwaltung,101.75
2023,2,33530,Fachkräfte in Sozialverwaltung und -versicherung,464
2023,2,33550,Polizeikommissare und Kriminalbeamte,68.5
2023,2,33590,"Fachkräfte in der öffentlichen Verwaltung, anderweitig nicht genannt",25.5
2023,2,34110,Fachkräfte für Rechts- und verwandte Angelegenheiten,126.17
2023,2,34120,Soziale Fachkräfte,82
2023,2,34130,Ordensbrüder/-schwestern und Seelsorgehelfer,4.5
2023,2,34210,Athleten und Berufssportler,8.5
2023,2,34220,"Sportlehrer, Sporttrainer und Sportfunktionäre",159.83
2023,2,34230,Trainer und Betreuer im Bereich Fitness und Erholung,343.83
2023,2,34310,Fotografen,14
2023,2,34320,Raumgestalter und Dekorateure,99.33
2023,2,34330,"Fachkräfte in Kunstgalerien, Museen und Bibliotheken",87.33
2023,2,34340,"Küchenchefs, stv. Küchenchefs und Souschefs",923.67
2023,2,34350,Sonstige Fachkräfte in Gestaltung und Kultur,69.2
2023,2,35000,"Informations- und Kommunikationstechniker, onA",670.83
2023,2,35100,"Techniker für den Betrieb von Informations- und Kommunikationstechnologie und für die Anwenderbetreuung, onA",32.5
2023,2,35110,Techniker für den Betrieb von Informations- und Kommunikationstechnologie,58.83
2023,2,35120,Techniker für die Anwenderbetreuung in der Informations- und Kommunikationstechnologie,1257.17
2023,2,35130,Techniker für Computernetzwerke und -systeme,24.42
2023,2,35140,Webmaster,18
2023,2,35210,Techniker für Rundfunk und audiovisuelle Medien,152.97
2023,2,41100,Allgemeine Bürokräfte,2203.58
2023,2,41200,Sekretariatskräfte (allgemein),2259.48
2023,2,41300,"Schreibkräfte und Datenerfasser, onA",7
2023,2,41320,Datenerfasser,37.75
2023,2,42000,"Bürokräfte mit Kundenkontakt, onA",22.5
2023,2,42110,"Schalterbedienstete und Fachkräfte im Bereich Finanzdienstleistungen, onA",272.67
2023,2,42120,"Buchmacher, Croupiers und verwandte Berufe im Bereich Glücks- und Wettspiele",13.17
2023,2,42140,Inkassobeauftragte und verwandte Berufe,50.5
2023,2,42210,Reiseverkehrsfachkräfte,240.33
2023,2,42220,Kundeninformationsfachkräfte in Call Centers,217
2023,2,42230,Telefonisten,32.83
2023,2,42240,Hotelrezeptionisten,75.5
2023,2,42260,Empfangskräfte (allgemein),867.08
2023,2,42270,Interviewer im Bereich Umfragen und Marktforschung,5.5
2023,2,43110,Bürokräfte im Rechnungswesen und in der Buchhaltung,1363.67
2023,2,43120,"Bürokräfte in der Statistik, im Finanz- und Versicherungswesen",862.5
2023,2,43130,Bürokräfte in der Lohnbuchhaltung,284.33
2023,2,43200,"Bürokräfte im Bereich Materialwirtschaft und Transport und verwandte Berufe, onA",6.5
2023,2,43210,Fachkräfte in der Lagerwirtschaft,1857.42
2023,2,43220,Bürokräfte in der Material- und Fertigungsplanung und verwandte Berufe,878.42
2023,2,43230,Bürokräfte in der Transportwirtschaft und verwandte Berufe,592.25
2023,2,44110,Bibliotheksassistenten,3
2023,2,44120,Postverteiler und -sortierer,919.17
2023,2,44130,"Kodierer, Korrekturleser und verwandte Bürokräfte",12
2023,2,44150,Bürokräfte für Registratur und Dokumentation,12.5
2023,2,44160,Bürokräfte im Personalwesen,609.83
2023,2,44190,"Bürokräfte und verwandte Berufe, anderweitig nicht genannt, onA",2562.08
2023,2,44191,"Bürokräfte und verwandte Berufe, Marketing und Werbung",295.17
2023,2,44192,"Bürokräfte und verwandte Berufe, Verkauf",1128.33
2023,2,51110,Reisebegleiter und Stewards,105.5
2023,2,51120,Schaffner,161.33
2023,2,51130,Reiseleiter/Fremdenführer,19.5
2023,2,51200,Köche,2206.67
2023,2,51311,Chefs de Service in Restaurants,337.03
2023,2,51312,Servicefachkräfte in Restaurants,2507.4
2023,2,51313,Servicehilfskräfte in Restaurants,154.5
2023,2,51320,Barkeeper,231.95
2023,2,51410,Coiffeurs,180.67
2023,2,51420,Kosmetiker und verwandte Berufe,100.83
2023,2,51500,"Hauswarte und Hauswirtschaftsleiter, onA",205.67
2023,2,51510,"Reinigungs- und Hauswirtschaftleiter und -kräfte in Büros, Hotels und anderen Einrichtungen, onA",189
2023,2,51512,"Reinigungs- und Hauswirtschaftskräfte in Büros, Hotels und anderen Einrichtungen",156.92
2023,2,51520,Hauswirtschafter in Privathaushalten,792.95
2023,2,51530,Hauswarte,1447
2023,2,51640,Tierpfleger und -betreuer,99.67
2023,2,51650,Fahrschullehrer,47
2023,2,52110,Verkaufsstand- und Marktverkäufer,4
2023,2,52210,Leiter eines Einzelhandelsgeschäftes,996.83
2023,2,52220,Verkaufsaufsichtskräfte in Handelsgeschäften,445
2023,2,52230,Verkäufer  in Handelsgeschäften,6256.58
2023,2,52300,Kassierer und Kartenverkäufer,753.67
2023,2,52400,"Sonstige Verkaufskräfte, onA",3
2023,2,52410,Mannequins/Dressmen und sonstige Modelle,43.17
2023,2,52420,Produktvorführer,117
2023,2,52430,Haustürverkäufer,6.5
2023,2,52450,Tankwarte,4
2023,2,52460,Imbissverkäufer,28.5
2023,2,52490,"Verkaufskräfte, anderweitig nicht genannt",800.83
2023,2,53110,Kinderbetreuer,715.42
2023,2,53120,Lernbetreuer,303.17
2023,2,53210,Pflegehelfer in Institutionen,1739.75
2023,2,53222,Haus- und Familienbetreuer,1427.37
2023,2,53290,"Betreuungsberufe im Gesundheitswesen, anderweitig nicht genannt",1
2023,2,54110,Feuerwehrleute,12.33
2023,2,54120,Polizisten (ohne Polizeikommissare),160.25
2023,2,54130,Gefängnisaufseher,50.5
2023,2,54140,Sicherheitsdienstleistungspersonal,449.37
2023,2,54190,"Schutzkräfte und Sicherheitsbedienstete, anderweitig nicht genannt",336.33
2023,2,61110,Gemüseanbauer,16.5
2023,2,61120,"Obst- und Beerenanbauer, onA",9
2023,2,61130,"Gärtner, Gartenbau und Pflanzenproduktion, onA",469.75
2023,2,61131,"Gärtner, Gartenbau",1.5
2023,2,61212,Nutztierhalter (Pferde),1
2023,2,61220,Geflügelhalter,1
2023,2,61300,Landwirte mit Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt),46.5
2023,2,62100,Forstarbeitskräfte und verwandte Berufe,40.5
2023,2,62220,Binnen- und Küstenfischer,3.5
2023,2,62240,Jäger und Fallensteller,5
2023,2,70000,"Handwerks- und verwandte Berufe, onA",84.5
2023,2,71100,"Baukonstruktions- und verwandte Berufe, onA",9
2023,2,71120,"Maurer und verwandte Berufe, onA",311.67
2023,2,71121,Maurer und verwandte Berufe (ohne Ofenbau),59.5
2023,2,71122,"Maurer und verwandte Berufe, Ofenbau",8
2023,2,71130,"Steinmetze, Steinspalter, -bearbeiter und Steinbildhauer",30.33
2023,2,71140,"Betonierer, Betonoberflächenfertiger und verwandte Berufe",20.33
