ch_isco_4digit,ads_2020,ads_2021,ads_2022,ads_2023,ads_2024,ads_2025,delta_x28,delta_x28_pre,did_x28,is_outlier_x28,main_group
3252,161.27,175.16500000000002,219.75,210.8325,184.60250000000002,158.375,-15.994311717861196,36.262169033298186,-52.25648075115938,False,3
3254,137.9775,227.395,305.5625,308.66499999999996,275.9175,235.3725,-9.701779505011244,121.458208765922,-131.15998827093324,False,3
3255,100.1225,114.875,108.0,111.7925,112.1275,117.28999999999999,3.8217592592592573,7.8678618692102145,-4.046102609950957,False,3
3256,614.54,737.96,894.865,893.9200000000001,897.1375,893.58,0.25394891966945143,45.61541966348815,-45.36147074381869,False,3
3258,55.917500000000004,75.21000000000001,107.9575,124.1025,122.95750000000001,101.3575,13.894356575504263,93.06567711360483,-79.17132053810057,False,3
3259,198.58499999999998,238.125,261.66499999999996,302.1675,277.27250000000004,246.91500000000002,5.964687673169921,31.76473550368859,-25.800047830518672,False,3
3310,300.0625,419.935,598.48,439.75,342.8425,302.34749999999997,-42.7144599652453,99.45178087898356,-142.16624084422887,False,3
3311,172.0825,245.10500000000002,342.2475,264.5,181.70999999999998,165.66500000000002,-46.906843731510094,98.88570888963142,-145.7925526211415,False,3
3312,164.2525,187.5625,236.83499999999998,170.625,153.875,131.795,-35.028606413747966,44.18958615546186,-79.21819256920983,False,3
3313,300.71000000000004,353.075,515.74,531.855,467.59000000000003,407.52,-9.336099585062236,71.50743240996307,-80.8435319950253,False,3
3315,36.75,47.75,59.375,57.21,49.082499999999996,52.332499999999996,-17.33473684210527,61.564625850340136,-78.89936269244541,False,3
3321,397.64750000000004,447.705,714.3325,649.04,576.665,551.7925,-19.272187671707506,79.63963057733292,-98.91181824904044,False,3
3322,4393.0725,5849.5875,7379.165,8230.5225,7778.2925,7773.172500000001,5.408843683533294,67.97275710792388,-62.56391342439059,False,3
3323,625.295,838.3125,1138.2725,943.3325,773.3525,679.045,-32.05910711187348,82.03767821588212,-114.09678532775561,False,3
3330,863.105,1111.4875,1321.4625,1180.165,1017.655,925.7125,-22.990247547698107,53.10564763267506,-76.09589518037316,False,3
3331,204.1675,272.9575,371.75,296.625,271.2075,278.3325,-27.04572965702758,82.0808894657573,-109.12661912278487,False,3
3332,119.355,183.2675,303.2925,269.255,221.135,202.125,-27.08853664366907,154.1095890410959,-181.19812568476496,False,3
3333,90.41499999999999,83.0825,93.0825,85.7475,103.71000000000001,111.46,11.417291112722598,2.950284797876463,8.467006314846135,False,3
3334,553.625,754.2925,1257.4175,2142.5,1990.6275,1907.4650000000001,58.31078380887812,127.1244073154211,-68.81362350654297,True,3
3339,70.5825,79.91499999999999,80.5,78.7075,66.2075,69.4575,-17.754658385093173,14.050933304997704,-31.80559169009088,False,3
3340,304.1275,345.0175,432.885,421.05,340.39750000000004,340.78999999999996,-21.36537417558935,42.33668444977846,-63.70205862536781,False,3
3342,196.0825,246.625,295.875,305.25,302.045,292.25,2.0853400929446613,50.89311896778141,-48.80777887483675,False,3
3343,716.6875,862.615,1224.6875,1114.14,931.2875,892.5875000000001,-23.95713192140852,70.88166041684835,-94.83879233825687,False,3
3344,284.6675,390.1875,493.39250000000004,487.15999999999997,432.675,393.765,-12.306125447792583,73.32238488763207,-85.62851033542465,False,3
3350,59.6275,65.7075,76.78999999999999,76.8325,82.53999999999999,70.3725,7.487954160698009,28.782860257431548,-21.294906096733538,False,3
3352,59.917500000000004,65.98,83.4375,98.605,95.125,84.60249999999999,14.00749063670412,39.25397421454499,-25.24648357784087,False,3
3353,217.945,246.5675,351.9475,444.8075,459.2175,456.6,30.478977688433638,61.48454885406869,-31.005571165635054,False,3
3355,61.165,73.2075,95.29249999999999,73.4325,76.58500000000001,66.42,-19.63166041398849,55.795798250633524,-75.42745866462201,False,3
3411,74.0,94.9575,119.27,144.46,124.52000000000001,113.8125,4.4017774796679925,61.17567567567567,-56.77389819600768,False,3
3412,72.2075,57.75,69.5,81.9175,73.5425,80.8325,5.816546762589934,-3.74961049752449,9.566157260114425,False,3
3422,125.08749999999999,120.8775,148.3325,139.8125,135.2675,133.145,-8.807914651205904,18.58299190566605,-27.390906556871954,False,3
3423,402.2075,422.9525,395.515,397.25,524.75,552.8325,32.675119780539305,-1.6639421194284034,34.33906189996771,False,3
3432,87.2075,103.6225,136.1875,114.28999999999999,80.75,67.225,-40.70674621385957,56.164894074477544,-96.87164028833712,False,3
3433,43.5,56.625,68.1675,86.16499999999999,63.25,50.84,-7.213848241464047,56.70689655172415,-63.9207447931882,False,3
3434,538.1675,546.8825,833.0675,882.535,790.6875,757.625,-5.0872228240808814,54.797065969238204,-59.88428879331909,False,3
3435,38.9925,49.072500000000005,77.625,67.45,59.3875,67.3325,-23.494363929146534,99.07674552798615,-122.57110945713268,False,3
3500,690.3,843.875,1114.3,792.1949999999999,633.515,519.6800000000001,-43.146818630530376,61.422569897146175,-104.56938852767655,False,3
3510,39.207499999999996,44.7475,61.207499999999996,38.207499999999996,32.792500000000004,18.0,-46.42404934035861,56.11171332015559,-102.5357626605142,False,3
3511,43.207499999999996,55.29,92.875,62.415,34.5,33.3125,-62.85329744279946,114.95110802522713,-177.80440546802657,False,3
3512,1009.52,1557.0625,2146.6875,1397.23,892.9399999999999,796.9375,-58.40381983870498,112.64437554481339,-171.04819538351836,False,3
3521,86.56,116.60000000000001,158.765,141.9925,122.12,116.605,-23.081283658237005,83.41612754158962,-106.49741119982662,False,3
