ch_isco_4digit,year,quarter,count_ads
3352,2022,1,66.75
3352,2022,2,90.17
3352,2022,3,90.0
3352,2022,4,86.83
3352,2023,1,125.67
3352,2023,2,101.75
3352,2023,3,84.58
3352,2023,4,82.42
3352,2024,1,104.75
3352,2024,2,100.5
3352,2024,3,90.17
3352,2024,4,85.08
3352,2025,1,80.92
3352,2025,2,84.33
3352,2025,3,87.33
3352,2025,4,85.83
3353,2020,1,223.63
3353,2020,2,180.88
3353,2020,3,233.85
3353,2020,4,233.42
3353,2021,1,245.87
3353,2021,2,254.87
3353,2021,3,263.51
3353,2021,4,222.02
3353,2022,1,305.71
3353,2022,2,337.01
3353,2022,3,358.87
3353,2022,4,406.2
3353,2023,1,446.53
3353,2023,2,464.0
3353,2023,3,450.03
3353,2023,4,418.67
3353,2024,1,434.83
3353,2024,2,424.87
3353,2024,3,495.17
3353,2024,4,482.0
3353,2025,1,482.08
3353,2025,2,504.17
3353,2025,3,442.95
3353,2025,4,397.2
3355,2020,1,67.83
3355,2020,2,48.0
3355,2020,3,56.0
3355,2020,4,72.83
3355,2021,1,80.0
3355,2021,2,63.17
3355,2021,3,75.83
3355,2021,4,73.83
3355,2022,1,91.33
3355,2022,2,128.67
3355,2022,3,83.0
3355,2022,4,78.17
3355,2023,1,89.5
3355,2023,2,68.5
3355,2023,3,67.2
3355,2023,4,68.53
3355,2024,1,81.67
3355,2024,2,89.17
3355,2024,3,60.5
3355,2024,4,75.0
3355,2025,1,77.7
3355,2025,2,69.15
3355,2025,3,62.5
3355,2025,4,56.33
3411,2020,1,82.33
3411,2020,2,64.33
3411,2020,3,68.67
3411,2020,4,80.67
3411,2021,1,76.67
3411,2021,2,88.83
3411,2021,3,98.5
3411,2021,4,115.83
3411,2022,1,114.5
3411,2022,2,126.33
3411,2022,3,107.0
3411,2022,4,129.25
3411,2023,1,171.33
3411,2023,2,126.17
3411,2023,3,144.17
3411,2023,4,136.17
3411,2024,1,131.33
3411,2024,2,149.0
3411,2024,3,124.92
3411,2024,4,92.83
3411,2025,1,110.92
3411,2025,2,133.92
3411,2025,3,120.08
3411,2025,4,90.33
3412,2020,1,69.33
3412,2020,2,78.5
3412,2020,3,78.83
3412,2020,4,62.17
3412,2021,1,58.5
3412,2021,2,66.0
3412,2021,3,52.5
3412,2021,4,54.0
3412,2022,1,66.0
3412,2022,2,70.0
3412,2022,3,72.5
3412,2022,4,69.5
3412,2023,1,87.0
3412,2023,2,82.0
3412,2023,3,81.67
3412,2023,4,77.0
3412,2024,1,68.5
3412,2024,2,73.0
3412,2024,3,76.5
3412,2024,4,76.17
3412,2025,1,77.67
3412,2025,2,85.33
3412,2025,3,82.33
3412,2025,4,78.0
3422,2020,1,123.33
3422,2020,2,134.75
3422,2020,3,126.67
3422,2020,4,115.6
3422,2021,1,109.93
3422,2021,2,136.33
3422,2021,3,123.0
3422,2021,4,114.25
3422,2022,1,130.5
3422,2022,2,178.17
3422,2022,3,136.33
3422,2022,4,148.33
3422,2023,1,132.67
3422,2023,2,159.83
3422,2023,3,147.25
3422,2023,4,119.5
3422,2024,1,125.33
3422,2024,2,171.83
3422,2024,3,130.83
3422,2024,4,113.08
3422,2025,1,109.25
3422,2025,2,155.42
3422,2025,3,133.33
3422,2025,4,134.58
3423,2020,1,420.17
3423,2020,2,340.33
3423,2020,3,424.0
3423,2020,4,424.33
3423,2021,1,311.53
3423,2021,2,468.28
3423,2021,3,460.92
3423,2021,4,451.08
3423,2022,1,390.0
3423,2022,2,369.53
3423,2022,3,418.0
3423,2022,4,404.53
3423,2023,1,436.67
3423,2023,2,343.83
3423,2023,3,344.33
3423,2023,4,464.17
3423,2024,1,512.17
3423,2024,2,535.83
3423,2024,3,527.67
3423,2024,4,523.33
3423,2025,1,599.5
3423,2025,2,567.33
3423,2025,3,546.83
3423,2025,4,497.67
3432,2020,1,103.5
3432,2020,2,62.5
3432,2020,3,91.5
3432,2020,4,91.33
3432,2021,1,63.33
3432,2021,2,86.33
3432,2021,3,134.5
3432,2021,4,130.33
3432,2022,1,110.17
3432,2022,2,110.5
3432,2022,3,162.5
3432,2022,4,161.58
3432,2023,1,123.17
3432,2023,2,99.33
3432,2023,3,120.33
3432,2023,4,114.33
3432,2024,1,82.33
3432,2024,2,74.0
3432,2024,3,103.0
3432,2024,4,63.67
3432,2025,1,60.4
3432,2025,2,61.0
3432,2025,3,77.17
3432,2025,4,70.33
3433,2020,1,63.0
3433,2020,2,33.83
3433,2020,3,34.17
3433,2020,4,43.0
3433,2021,1,52.83
3433,2021,2,63.33
3433,2021,3,54.67
3433,2021,4,55.67
3433,2022,1,64.25
3433,2022,2,73.42
3433,2022,3,75.42
3433,2022,4,59.58
3433,2023,1,97.17
3433,2023,2,87.33
3433,2023,3,75.83
3433,2023,4,84.33
3433,2024,1,77.5
3433,2024,2,59.67
3433,2024,3,56.33
3433,2024,4,59.5
3433,2025,1,55.33
3433,2025,2,48.5
3433,2025,3,42.33
3433,2025,4,57.2
3434,2020,1,882.67
3434,2020,2,469.83
3434,2020,3,477.17
3434,2020,4,323.0
3434,2021,1,279.17
3434,2021,2,521.83
3434,2021,3,719.9
3434,2021,4,666.63
3434,2022,1,745.3
3434,2022,2,852.42
3434,2022,3,914.98
3434,2022,4,819.57
3434,2023,1,918.0
3434,2023,2,923.67
3434,2023,3,907.75
3434,2023,4,780.72
3434,2024,1,809.75
3434,2024,2,810.17
3434,2024,3,849.5
3434,2024,4,693.33
3434,2025,1,776.17
3434,2025,2,712.08
3434,2025,3,745.58
3434,2025,4,796.67
3435,2020,1,43.7
3435,2020,2,40.37
3435,2020,3,34.53
3435,2020,4,37.37
3435,2021,1,38.53
3435,2021,2,46.7
3435,2021,3,50.03
3435,2021,4,61.03
3435,2022,1,70.7
3435,2022,2,86.2
3435,2022,3,79.7
3435,2022,4,73.9
3435,2023,1,77.2
3435,2023,2,69.2
3435,2023,3,60.7
3435,2023,4,62.7
3435,2024,1,76.2
3435,2024,2,58.7
3435,2024,3,47.45
3435,2024,4,55.2
3435,2025,1,82.57
3435,2025,2,65.7
3435,2025,3,60.28
3435,2025,4,60.78
3500,2020,1,729.87
3500,2020,2,503.5
3500,2020,3,780.75
3500,2020,4,747.08
3500,2021,1,633.25
3500,2021,2,755.17
3500,2021,3,979.0
3500,2021,4,1008.08
3500,2022,1,1045.33
3500,2022,2,1203.5
3500,2022,3,1206.92
3500,2022,4,1001.45
3500,2023,1,982.92
3500,2023,2,670.83
3500,2023,3,842.0
3500,2023,4,673.03
3500,2024,1,565.87
3500,2024,2,538.7
3500,2024,3,828.37
3500,2024,4,601.12
3500,2025,1,432.81
3500,2025,2,413.13
3500,2025,3,702.53
3500,2025,4,530.25
3510,2020,1,44.83
3510,2020,2,21.5
3510,2020,3,25.0
3510,2020,4,65.5
3510,2021,1,39.33
3510,2021,2,49.83
3510,2021,3,39.83
3510,2021,4,50.0
3510,2022,1,50.5
3510,2022,2,69.0
3510,2022,3,70.5
3510,2022,4,54.83
3510,2023,1,51.83
3510,2023,2,32.5
3510,2023,3,29.0
3510,2023,4,39.5
3510,2024,1,48.17
3510,2024,2,35.67
3510,2024,3,23.83
3510,2024,4,23.5
3510,2025,1,21.5
3510,2025,2,19.0
3510,2025,3,20.0
3510,2025,4,11.5
3511,2020,1,40.33
3511,2020,2,60.5
3511,2020,3,39.0
3511,2020,4,33.0
3511,2021,1,64.5
3511,2021,2,39.83
3511,2021,3,59.83
3511,2021,4,57.0
3511,2022,1,77.67
3511,2022,2,77.17
3511,2022,3,110.33
3511,2022,4,106.33
3511,2023,1,123.0
3511,2023,2,58.83
3511,2023,3,38.5
3511,2023,4,29.33
3511,2024,1,29.5
3511,2024,2,40.5
3511,2024,3,34.0
3511,2024,4,34.0
3511,2025,1,39.12
3511,2025,2,32.98
3511,2025,3,29.15
3511,2025,4,32.0
3512,2020,1,1137.0
3512,2020,2,937.08
3512,2020,3,976.83
3512,2020,4,987.17
3512,2021,1,1342.33
3512,2021,2,1572.75
3512,2021,3,1487.0
3512,2021,4,1826.17
3512,2022,1,2257.33
3512,2022,2,2202.0
3512,2022,3,2002.67
3512,2022,4,2124.75
3512,2023,1,2211.42
3512,2023,2,1257.17
3512,2023,3,1094.83
3512,2023,4,1025.5
3512,2024,1,992.17
3512,2024,2,938.53
3512,2024,3,829.28
3512,2024,4,811.78
3512,2025,1,882.47
3512,2025,2,804.28
3512,2025,3,751.25
3512,2025,4,749.75
3521,2020,1,112.77
3521,2020,2,82.1
3521,2020,3,69.77
3521,2020,4,81.6
3521,2021,1,71.43
3521,2021,2,131.27
3521,2021,3,119.77
3521,2021,4,143.93
3521,2022,1,138.93
3521,2022,2,163.6
3521,2022,3,171.3
3521,2022,4,161.23
3521,2023,1,159.13
3521,2023,2,152.97
3521,2023,3,134.27
3521,2023,4,121.6
3521,2024,1,126.93
3521,2024,2,120.43
3521,2024,3,120.77
3521,2024,4,120.35
3521,2025,1,124.27
3521,2025,2,130.8
3521,2025,3,116.67
3521,2025,4,94.68
